날짜,NOK/USD,USD/KRW,NOK/KRW,dNOK/KRW
2018-01-02,0.1220335141,1065.219971,129.9925363,0.0004379287282
2018-01-03,0.1231536195,1062.540039,130.8556516,0.006639730013
2018-01-04,0.1233821437,1063.939941,131.2711907,0.003175553122
2018-01-05,0.1239782572,1061.079956,131.5508437,0.002130345314
2018-01-08,0.1243466958,1060.5,131.8696709,0.002423604823
2018-01-09,0.1238598749,1067.689941,132.2439426,0.00283819348
2018-01-10,0.1232674718,1071.73999,132.110679,-0.001007710173
2018-01-11,0.1239462942,1069.670044,132.581638,0.003564881675
2018-01-12,0.1248913482,1065.140015,133.0267724,0.003357436887
2018-01-15,0.1261675209,1055.800049,133.2076747,0.001359893725
2018-01-16,0.126945436,1061.819946,134.793196,0.01190262748
2018-01-17,0.1271213442,1062.459961,135.0613384,0.001989287102
2018-01-18,0.1268710345,1066.560059,135.315578,0.001882400945
2018-01-19,0.1275006086,1069.689941,136.3861185,0.007911435815
2018-01-22,0.1274112612,1066.359985,135.8662706,-0.003811589342
2018-01-23,0.1272912472,1068.810059,136.0501654,0.001353498566
2018-01-24,0.1279045492,1072.76001,137.2108855,0.008531559362
2018-01-25,0.1288701296,1064.400024,137.1693691,-0.0003025737788
2018-01-26,0.1290988922,1064.890015,137.4761212,0.002236302054
2018-01-29,0.1301175207,1063.130005,138.3318404,0.006224493245
2018-01-30,0.1297185123,1069.790039,138.7715723,0.003178819347
2018-01-31,0.129562214,1072.540039,138.9606621,0.001362597127
2018-02-01,0.1297706962,1069.02002,138.7274721,-0.001678100351
2018-02-02,0.1308754832,1071.180054,140.1912071,0.01055115404
2018-02-05,0.1292863339,1090.01001,140.9233981,0.005222802747
2018-02-06,0.1275492311,1093.300049,139.4495805,-0.01045828854
2018-02-07,0.1280211359,1079.26001,138.1680924,-0.009189616223
2018-02-08,0.1265337467,1089.420044,137.8483999,-0.002313793965
2018-02-09,0.1263570786,1095.859985,138.4696663,0.004506881039
2018-02-12,0.1254154444,1083.170044,135.8462524,-0.01894576573
2018-02-13,0.1264663786,1082.609985,136.9137643,0.007858235599
2018-02-14,0.1270974278,1083.77002,137.7443819,0.006066720989
2018-02-15,0.1285018325,1070.01001,137.498247,-0.001786895569
2018-02-16,0.1287795156,1063.069946,136.9016328,-0.004339068226
2018-02-19,0.1286771148,1065.630005,137.1221945,0.001611096653
2018-02-20,0.1284945607,1066.709961,137.0664278,-0.0004066932804
2018-02-21,0.1275181621,1072.540039,136.7683346,-0.002174808638
2018-02-22,0.1271459013,1074.859985,136.6640416,-0.0007625519528
