날짜,방어(자연)_대,d방어(자연)_대
2023-01-03,17157,-0.1283340954
2023-01-04,18062,0.05274814944
2023-01-05,17883,-0.009910308936
2023-01-06,19832,0.108986188
2023-01-07,19832,0.0
2023-01-09,17263,-0.1295381202
2023-01-10,17703,0.025488038
2023-01-11,15759,-0.1098118963
2023-01-12,17579,0.1154895615
2023-01-13,17751,0.009784401843
2023-01-14,17247,-0.0283927666
2023-01-16,19746,0.1448947643
2023-01-17,18957,-0.03995745974
2023-01-18,18596,-0.01904309754
2023-01-19,19427,0.04468702947
2023-01-20,20009,0.02995830545
2023-01-21,19937,-0.003598380729
2023-01-25,20549,0.03069669459
2023-01-26,20549,0.0
2023-01-27,21355,0.03922331987
2023-01-28,21355,0.0
2023-01-30,21884,0.02477171623
2023-01-31,25583,0.1690276001
2023-02-01,27000,0.05538834382
2023-02-02,26000,-0.03703703704
2023-02-03,11437,-0.5601153846
